"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",2883.75892974989,2780.88211435268,2709.40886220985,2545.57474883859,2508.88915406099,2571.71568311839,2666.62656633941,1759.17011060875,4.25683245642969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2885.43392974989,2798.53424534097,2746.14966734121,2606.01466278511,2612.13079630074,2698.19274763163,2785.32774908912,2291.86282069579,12.6167778014209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2885.20892974989,2816.71708843776,2780.5649166529,2668.58017409722,2720.96709843661,2826.87813239385,2970.35626682638,2715.34684341093,148.741968702529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2885.03392974989,2834.51047482391,2814.54997176033,2729.84882155606,2823.09193937592,2948.89113397593,3127.32733499047,2800.15118352225,339.878370335544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2884.90892974989,2850.48287301516,2850.28096950425,2786.78482424704,2912.58593153645,3050.63261369216,3238.9809302208,2562.54029233604,509.881091860463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2885.90892974989,2866.34959965233,2876.15825291415,2844.27053820788,2999.14786780425,3145.21348256176,3309.7034314936,2317.57921641222,18.8665163818205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2886.38392974989,2882.75349294989,2907.51520549429,2898.56574836758,3076.04095667038,3222.86619911185,3360.40407490319,2292.23779943355,16.6041662214893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2887.13392974989,2898.86605620236,2942.09962946745,2962.10107916078,3147.89262814256,3287.42978636957,3308.34898292208,2587.35060618168,21.3447853083349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2885.48392974989,2917.50324977388,2986.04927751986,3052.16695512418,3211.54950895116,3356.66015898251,3184.67682523941,1936.66984396392,688.813535374662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2886.50892974989,2936.41992029682,3040.80586025185,3133.64437830063,3267.01651838319,3394.3219800789,3163.40049682731,2335.08244215092,987.699794621583,0.03694674075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2887.45892974989,2957.02949654691,3102.01322265904,3222.590687696,3321.80662050645,3441.45896064591,3263.72607079628,2673.11000874851,1026.47638709949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2887.20892974989,2980.46348411443,3148.5390858432,3284.43540452483,3378.7676397773,3404.27689440262,3254.85363131989,2620.82193534681,1579.71555620327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2888.28392974989,3003.18379367167,3174.6409121567,3330.56448597875,3402.41880287894,3309.55025489513,3190.39760766614,2702.63341410092,2215.14667441569,46.3133979900976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2888.95892974989,3016.87941583003,3194.08969286155,3368.77604890085,3389.39463902527,3241.37726360438,3130.93403762449,2876.33696559635,2337.73286078993,845.837821039581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2890.18392974989,3032.34991498969,3214.10407500748,3409.63500971918,3382.08651088683,3182.55020889439,3000.64005582175,2908.86046437343,2598.61697975026,1870.70702121587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
